year,state,treatment,pupil_expenditure,teacher_salary,stateid,proficieny_mean,log_salary,post
1993,OR,1,8332.899414,56724.74076,37,9.028086743,10.94598337,1
1994,OR,1,8311.931641,56941.75016,37,9.02556761,10.94980166,1
1995,OR,1,8284.896484,56811.88899,37,9.02231013,10.9475185,1
1996,OR,1,8227.490234,56925.26518,37,9.01535783,10.94951212,1
1997,OR,1,8720.414062,57333.10405,37,9.073536667,10.95665091,1
1998,OR,1,9133.642578,57300.56839,37,9.119829341,10.95608327,1
1999,OR,1,9356.667969,53557.22171,37,9.14395139,10.8885246,1
2000,OR,1,9532.765625,52818.43192,37,9.162595052,10.87463443,1
1959,PA,0,2847.116211,39332.50615,38,7.954413076,10.57983201,0
1960,PA,0,2961.39624,39263.62746,38,7.99375376,10.57807933,0
1961,PA,0,3050.083252,40365.88538,38,8.023251971,10.60576506,0
1962,PA,0,3131.659424,41930.72795,38,8.049637579,10.64379805,0
1963,PA,0,3186.604492,43322.74695,38,8.067024971,10.67645619,0
1964,PA,0,3101.138916,43259.49677,38,8.039847125,10.67499518,0
1965,PA,0,3638.501953,44372.6654,38,8.199602125,10.70040145,0
1966,PA,0,3751.500488,45865.7892,38,8.230177694,10.73349659,0
1967,PA,0,4192.287109,47169.29725,38,8.341240218,10.76151968,0
1968,PA,0,4355.739746,49238.04844,38,8.379479292,10.80444226,0
1969,PA,0,4903.615234,51691.74824,38,8.497931925,10.85307278,0
1970,PA,0,4978.499023,52266.00103,38,8.513084567,10.8641205,0
1971,PA,1,5450.111328,53302.57778,38,8.60357478,10.88375873,1
1972,PA,1,5703.013184,55296.49862,38,8.648925273,10.92048295,1
1973,PA,1,5993.989258,53531.76393,38,8.698679276,10.88804916,1
1974,PA,1,5958.187988,51749.59918,38,8.692689507,10.85419129,1
1975,PA,1,6163.124023,50055.60666,38,8.726501317,10.82090978,1
1976,PA,1,6602.474609,52118.83164,38,8.795351245,10.8613008,1
1977,PA,1,6903.742676,51635.37424,38,8.839963799,10.85198163,1
1978,PA,1,7131.013184,51169.58522,38,8.872348827,10.84292014,1
1979,PA,1,6990.109863,50158.88811,38,8.852394601,10.82297094,1
1980,PA,1,6867.87207,47874.40562,38,8.83475519,10.7763572,1
1981,PA,1,6728.35498,46734.50958,38,8.814234576,10.75225953,1
1982,PA,1,6975.302734,47661.61845,38,8.850274361,10.77190269,1
1983,PA,1,7361.111328,49704.07072,38,8.904102036,10.81386223,1
1984,PA,1,8213.378906,50771.99879,38,9.013641423,10.83511997,1
1985,PA,1,8127.404297,52392.21048,38,9.00311991,10.86653229,1
1986,PA,1,8528.964844,54557.77112,38,9.051340519,10.90703377,1
1987,PA,1,8835.130859,56005.45772,38,9.086604374,10.93322228,1
1988,PA,1,9528.276367,57615.25988,38,9.162124062,10.9615601,1
1989,PA,1,10089.08789,58625.41071,38,9.219308824,10.97894057,1
1990,PA,1,10090.56641,60105.54451,38,9.219455345,11.00387401,1
1991,PA,1,9809.345703,61982.65954,38,9.191192792,11.03462607,1
1992,PA,1,9903.225586,64056.86275,38,9.200716772,11.06754206,1
1993,PA,1,9722.124023,63999.81326,38,9.182262247,11.06665107,1
1994,PA,1,9659.628906,65459.47088,38,9.175814029,11.08920174,1
1995,PA,1,9904.708984,65941.91125,38,9.200866535,11.09654467,1
1996,PA,1,9875.494141,65525.20515,38,9.197912884,11.09020542,1
1997,PA,1,9793.755859,64590.76855,38,9.189602405,11.07584226,1
1998,PA,1,9966.308594,64824.16928,38,9.207065876,11.07944922,1
1999,PA,1,10172.88477,63245.3997,38,9.227579399,11.05479348,1
2000,PA,1,10396.1582,62717.06016,38,9.249287798,11.04640473,1
1959,RI,0,2736.488281,40493.9728,39,7.914796093,10.60893312,0
1960,RI,0,2925.332764,39928.32653,39,7.981505302,10.59486633,0
1961,RI,0,3108.921143,40928.26968,39,8.042352649,10.61960073,0
1962,RI,0,3168.471436,41874.02082,39,8.061320113,10.64244477,0
1963,RI,0,3239.628906,42661.29602,39,8.083522697,10.66107081,0
1964,RI,0,3267.294189,43969.93729,39,8.092023473,10.69128418,0
1965,RI,0,3649.364746,43784.26032,39,8.202582372,10.68705252,0
1966,RI,1,3692.2854,44587.0658,39,8.214271693,10.70522152,1
1967,RI,1,4080.25708,48311.80618,39,8.314160328,10.78545194,1
1968,RI,1,4886.286133,50566.43559,39,8.494392445,10.83106308,1
1969,RI,1,4793.306641,52333.43891,39,8.475184376,10.86540992,1
1970,RI,1,4909.948242,53041.56104,39,8.499222327,10.87884991,1
1971,RI,1,5140.891602,53840.98765,39,8.545176307,10.89380888,1
1972,RI,1,5506.973633,54383.58472,39,8.613952073,10.90383602,1
1973,RI,1,5788.283691,55741.79088,39,8.663763848,10.92850337,1
1974,RI,1,6207.911133,54589.19257,39,8.733740819,10.90760952,1
1975,RI,1,5400.566406,54234.33787,39,8.594444266,10.90108797,1
1976,RI,1,5645.208496,55261.29061,39,8.638739536,10.91984605,1
1977,RI,1,6081.510254,54352.0786,39,8.71317276,10.90325653,1
1978,RI,1,6239.806152,55410.3064,39,8.738864644,10.92253894,1
1979,RI,1,7056.643555,53850.22185,39,8.861866501,10.89398037,1
1980,RI,1,7054.491211,52381.07262,39,8.861561488,10.86631969,1
1981,RI,1,6626.143555,51956.81875,39,8.798929154,10.85818749,1
1982,RI,1,7330.861816,53097.20091,39,8.899984762,10.87989833,1
1983,RI,1,7805.224609,55470.7325,39,8.962676721,10.92362885,1
1984,RI,1,8198.144531,58119.58344,39,9.011785102,10.97027516,1
1985,RI,1,8622.666992,59722.21572,39,9.062265678,10.9974761,1
1986,RI,1,8985.717773,61833.59962,39,9.103502963,11.03221835,1
1987,RI,1,9452.291016,63071.16324,39,9.154118215,11.0520348,1
1988,RI,1,10319.08691,63513.64688,39,9.241847461,11.05902582,1
1989,RI,1,10389.58594,63406.81606,39,9.248655477,11.05734241,1
1990,RI,1,9899.37207,60456.73647,39,9.200327618,11.00969983,1
1991,RI,1,9752.795898,58303.56483,39,9.185411811,10.97343567,1
1992,RI,1,10103.76367,58955.93776,39,9.220762242,10.98456259,1
1993,RI,1,10256.25,59246.34336,39,9.235740052,10.98947622,1
1994,RI,1,10484.7002,59927.1458,39,9.257767722,11.00090155,1
1995,RI,1,10451.1709,59757.93441,39,9.254564977,10.99807399,1
1996,RI,1,10579.07129,59786.81599,39,9.266727443,10.99855717,1
1997,RI,1,10771.59961,60186.17321,39,9.284761116,11.00521454,1
1998,RI,1,11096.0625,61069.05767,39,9.314435713,11.01977697,1
1999,RI,1,11654.72266,61570.05955,39,9.363552554,11.02794723,1
2000,RI,1,11795.66699,61382.3852,39,9.375572312,11.02489448,1
1959,SC,0,1436.263428,25417.38633,40,7.270496187,10.14322806,0
1960,SC,0,1608.919678,26358.17523,40,7.383939567,10.1795717,0
1961,SC,0,1666.895874,27574.08042,40,7.419318155,10.22466776,0
1962,SC,0,1766.104248,29140.18869,40,7.477097468,10.27990787,0
1963,SC,0,1842.096069,30575.2431,40,7.519202083,10.32797862,0
1964,SC,0,1860.967896,31653.29032,40,7.529389216,10.36262897,0
1965,SC,0,2240.59668,32362.27937,40,7.714943694,10.38477971,0
1966,SC,0,2336.240723,35669.65264,40,7.756726334,10.48208357,0
1967,SC,0,2846.817871,36756.14443,40,7.954308321,10.51208789,0
1968,SC,0,2794.456543,36812.61575,40,7.935750715,10.51362305,0
1969,SC,0,3370.432373,40105.66674,40,8.12309297,10.59929785,0
1970,SC,0,3458.397217,39340.00077,40,8.148849638,10.58002253,0
1971,SC,0,3566.068848,39303.92099,40,8.179499486,10.57910501,0
1972,SC,0,3637.901611,41759.28976,40,8.19943716,10.63970116,0
1973,SC,0,3980.208008,42280.27116,40,8.289340572,10.6520995,0
1974,SC,0,3942.696533,41311.21849,40,8.279873769,10.62891358,0
1975,SC,0,3893.923828,40141.75938,40,8.267429402,10.60019736,0
1976,SC,0,4210.665039,39821.08674,40,8.345613345,10.59217698,0
1977,SC,0,4475.225098,40703.78769,40,8.406535358,10.614101,0
1978,SC,0,4005.679199,40821.95798,40,8.295718047,10.6169999,0
1979,SC,0,4797.527344,38886.65415,40,8.476064346,10.56843211,0
1980,SC,0,4299.616699,37791.96212,40,8.36651371,10.53987818,0
1981,SC,0,4319.462891,37458.13402,40,8.371117826,10.53100586,0
1982,SC,0,4302.282715,37283.0567,40,8.367133432,10.52632108,0
1983,SC,0,4761.36377,38059.09199,40,8.468499414,10.54692156,0
1984,SC,0,5420.033691,42274.32092,40,8.598041794,10.65195876,0
1985,SC,0,5707.734375,43763.19133,40,8.649752627,10.68657121,0
1986,SC,0,5901.263672,46159.82962,40,8.68309123,10.73988687,0
1987,SC,0,6032.402832,46530.77084,40,8.705066448,10.7478906,0
1988,SC,0,6342.171387,47424.87472,40,8.755134141,10.76692324,0
1989,SC,0,6628.020996,47861.53348,40,8.79921241,10.7760883,0
1990,SC,0,6689.051758,46117.92747,40,8.80837689,10.73897872,0
1991,SC,0,6544.503906,44936.82779,40,8.786533666,10.71303521,0
1992,SC,0,6533.162598,45420.30225,40,8.784799477,10.72373649,0
1993,SC,0,6541.091797,44616.21935,40,8.78601224,10.70587515,0
1994,SC,0,6623.327637,44642.6264,40,8.798504157,10.70646683,0
1995,SC,0,6838.389648,45245.191,40,8.830453774,10.71987377,0
1996,SC,0,7018.246094,45626.37832,40,8.856411097,10.72826322,0
1997,SC,0,7227.125,45780.89117,40,8.885734945,10.7316439,0
1998,SC,0,7566.540039,46160.98366,40,8.931623332,10.73991187,0
1999,SC,0,8023.295898,47224.95947,40,8.990229206,10.76269901,0
2000,SC,0,8397.267578,48040.70078,40,9.035780723,10.77982468,0
1959,SD,0,2336.800049,27103.38631,41,7.756965616,10.20745085,0
1960,SD,0,2548.705078,27372.07116,41,7.843732976,10.217315,0
1961,SD,0,2641.349121,28520.71443,41,7.879423619,10.25842099,0
1962,SD,0,2677.046631,29707.95051,41,7.892842939,10.29920364,0
1963,SD,0,2762.788818,30770.94423,41,7.924357778,10.33435865,0
1964,SD,0,2967.175049,31477.43871,41,7.995702581,10.35705811,0
1965,SD,0,3312.485352,32189.21905,41,8.105755891,10.37941793,0
1966,SD,0,3327.754639,32304.59107,41,8.110353531,10.38299559,0
1967,SD,0,3488.097168,33295.97453,41,8.157398291,10.41322182,0
1968,SD,0,3396.342773,36342.66746,41,8.130748868,10.50077526,0
1969,SD,1,3898.545898,37431.95563,41,8.268615389,10.53030676,1
1970,SD,1,3805.12915,38176.66075,41,8.244367981,10.55000583,1
1971,SD,1,4223.012207,41764.45412,41,8.348540715,10.63982482,1
1972,SD,1,4063.512695,41253.27463,41,8.310049137,10.62751001,1
1973,SD,1,4524.318359,40026.04367,41,8.417443209,10.5973106,1
1974,SD,1,4086.919922,37679.90046,41,8.315791543,10.53690863,1
1975,SD,1,4225.670898,37750.4389,41,8.349169941,10.53877887,1
1976,SD,1,4609.745117,39023.97519,41,8.436144754,10.57195711,1
1977,SD,1,4730.153809,38555.61219,41,8.461924386,10.55988289,1
1978,SD,1,5279.334473,39296.90368,41,8.571744722,10.57892645,1
1979,SD,1,5348.449219,37123.58425,41,8.584748885,10.52203468,1
1980,SD,1,4987.869629,35827.07647,41,8.514964636,10.48648712,1
1981,SD,1,5226.866211,35303.96148,41,8.561758484,10.47177878,1
1982,SD,1,5327.389648,35247.11416,41,8.580804342,10.47016731,1
1983,SD,1,5597.418457,36079.94915,41,8.630239418,10.49352028,1
1984,SD,1,5766.117676,36475.58445,41,8.659927698,10.50442581,1
1985,SD,1,5883.302246,36670.2916,41,8.680043448,10.50974948,1
1986,SD,1,5840.106445,37365.96526,41,8.672675518,10.52854231,1
1987,SD,1,5894.518555,37925.62065,41,8.681947774,10.54340854,1
1988,SD,1,6216.492676,37839.99585,41,8.735121998,10.54114834,1
1989,SD,1,6174.369629,37456.39355,41,8.728324019,10.53095939,1
1990,SD,1,6216.851074,37197.1512,41,8.73517964,10.52401434,1
1991,SD,1,6304.850586,37288.85763,41,8.749233146,10.52647666,1
1992,SD,1,6386.772949,37750.26421,41,8.762140965,10.53877424,1
1993,SD,1,6179.781738,38116.79242,41,8.729200037,10.54843644,1
1994,SD,1,6284.328613,38280.45256,41,8.745973405,10.55272079,1
1995,SD,1,6038.719238,37696.21789,41,8.706112806,10.53734157,1
1996,SD,1,6096.55957,37195.99115,41,8.7156439,10.52398315,1
1997,SD,1,6343.475586,37871.09657,41,8.755339727,10.54196988,1
1998,SD,1,7035.250488,38195.91971,41,8.858830706,10.55051016,1
1999,SD,1,7371.472168,38049.8544,41,8.905508366,10.54667882,1
2000,SD,1,7839.158203,38324.41903,41,8.967014292,10.55386864,1
1959,TN,0,1619.736328,28963.55691,42,7.390635848,10.27382819,0
1960,TN,0,1739.065674,29420.06919,42,7.461678135,10.28946634,0
1961,TN,0,1726.850342,30061.1576,42,7.454633338,10.31102244,0
1962,TN,0,1896.783447,31865.09198,42,7.548441877,10.36929778,0
1963,TN,0,2003.755127,33523.62705,42,7.603277201,10.42003558,0
1964,TN,0,2000.12854,34115.2129,42,7.60146657,10.437528,0
1965,TN,0,2379.187988,35304.30476,42,7.77493475,10.47178851,0
1966,TN,0,2601.062256,38025.19574,42,7.864059585,10.54603056,0
1967,TN,0,2862.009277,39171.73474,42,7.959628546,10.57573624,0
1968,TN,0,2955.328369,39882.94455,42,7.991703362,10.59372913,0
1969,TN,0,3154.213623,42779.37786,42,8.056811482,10.66383482,0
1970,TN,0,3185.045654,41588.00082,42,8.06653582,10.63559101,0
1971,TN,0,3459.950928,42911.26716,42,8.149298665,10.66691301,0
1972,TN,0,3608.411133,43324.285,42,8.191299917,10.67649169,0
1973,TN,0,3751.547607,44298.76244,42,8.23019025,10.69873459,0
1974,TN,0,3770.571777,42832.74517,42,8.235247111,10.66508151,0
1975,TN,0,3714.598877,41742.72818,42,8.220295149,10.6393045,0
1976,TN,0,4335.438477,42614.8094,42,8.374808663,10.65998058,0
1977,TN,0,4068.424072,42974.30484,42,8.311256763,10.66838092,0
1978,TN,1,3678.041016,41042.68953,42,8.210407404,10.62239238,1
1979,TN,1,4575.08252,39520.39819,42,8.428598566,10.58459753,1
1980,TN,1,4433.221191,38957.66195,42,8.397107274,10.57025641,1
1981,TN,1,4259.265137,39065.36744,42,8.357086676,10.57301721,1
1982,TN,1,4304.825684,38634.32601,42,8.367724195,10.56192232,1
1983,TN,1,4333.447754,39210.67289,42,8.374349489,10.57672976,1
1984,TN,1,4715.125488,42968.99402,42,8.45874287,10.66825734,1
1985,TN,1,4958.04248,43335.5908,42,8.508967953,10.67675261,1
1986,TN,1,5270.22998,46806.43729,42,8.570019007,10.75379739,1
1987,TN,1,5480.851074,47503.96092,42,8.60919811,10.76858942,1
1988,TN,1,5986.524414,47740.06977,42,8.697433319,10.77354731,1
1989,TN,1,5987.459473,47571.37832,42,8.697589475,10.77000758,1
1990,TN,1,5873.947266,46441.59132,42,8.678452363,10.74597223,1
1991,TN,1,5492.062988,45822.18,42,8.6112413,10.73254536,1
1992,TN,1,5710.937012,45009.99018,42,8.650313477,10.71466197,1
1993,TN,1,5753.513672,46046.78743,42,8.657739812,10.73743499,1
1994,TN,1,5910.461914,46009.52267,42,8.684648443,10.7366254,1
1995,TN,1,5968.838379,47397.13481,42,8.694475134,10.76633816,1
1996,TN,1,6367.196777,47560.94788,42,8.759071628,10.76978831,1
1997,TN,1,6708.008301,48013.07813,42,8.811206425,10.77924954,1
1998,TN,1,6853.797852,48828.4908,42,8.832704102,10.79608973,1
1999,TN,1,7045.330566,47548.24777,42,8.860262273,10.76952125,1
2000,TN,1,7201.392578,47398.6892,42,8.882168552,10.76637095,1
1959,TX,0,2194.121826,34491.81288,43,7.693992826,10.44850626,0
1960,TX,0,2250.992432,36122.72607,43,7.719570629,10.49470516,0
1961,TX,0,2329.604492,38139.11143,43,7.753882952,10.5490218,0
1962,TX,0,2447.4104,38528.92783,43,7.803194277,10.55919056,0
1963,TX,0,2516.171631,38783.91727,43,7.830891181,10.56578672,0
1964,TX,0,2511.883545,38427.09445,43,7.829186195,10.5565441,0
1965,TX,0,2780.138428,41188.35556,43,7.930615629,10.62593514,0
1966,TX,0,2694.062744,40548.99192,43,7.899176765,10.61029086,0
1967,TX,0,3175.517822,42436.04597,43,8.063540851,10.65577699,0
1968,TX,0,2920.063477,41474.50275,43,7.979703033,10.63285824,0
1969,TX,0,3274.665771,43224.99638,43,8.094276416,10.67419736,0
1970,TX,0,3122.700684,46786.50092,43,8.046773694,10.75337137,0
1971,TX,0,3774.868408,45097.21126,43,8.236385677,10.71659786,0
1972,TX,0,3729.418213,45567.44485,43,8.224275628,10.72697076,0
1973,TX,0,4040.450928,44038.47038,43,8.304359047,10.69284156,0
1974,TX,0,3564.12207,43226.39596,43,8.178953574,10.67422974,0
1975,TX,0,3994.868896,46095.74207,43,8.293016331,10.73849756,0
1976,TX,0,4018.238525,44232.02609,43,8.298847742,10.69722699,0
1977,TX,0,4419.73584,46129.99984,43,8.394061441,10.73924045,0
1978,TX,0,4498.063477,43674.74597,43,8.411624538,10.68454821,0
1979,TX,0,5225.255371,42520.92089,43,8.56145031,10.65777501,0
1980,TX,0,4845.529297,41995.62655,43,8.486018119,10.64534457,0
1981,TX,0,4853.896484,42176.68347,43,8.487743059,10.64964653,0
1982,TX,0,5632.477539,42653.10939,43,8.636482211,10.6608789,0
1983,TX,0,5596.528809,44158.52999,43,8.630080495,10.69556404,0
1984,TX,0,6210.231445,48813.90211,43,8.734114456,10.79579092,0
1985,TX,0,6239.914062,49575.31602,43,8.738881935,10.8112685,0
1986,TX,0,6293.496094,49520.19996,43,8.747430895,10.81015614,0
1987,TX,0,6399.877441,48730.52594,43,8.76419036,10.79408145,0
1988,TX,0,6602.062988,48738.18745,43,8.795288909,10.79423866,0
1989,TX,0,6743.724121,48352.15948,43,8.816515867,10.78628684,0
1990,TX,0,6754.253906,47162.32731,43,8.818075838,10.76137191,0
1991,TX,0,6797.797852,46494.5994,43,8.824501089,10.74711295,0
1992,TX,0,6635.741699,46525.34724,43,8.800376414,10.74777404,0
1993,TX,0,6772.496582,46054.33262,43,8.820772714,10.73759884,0
1994,TX,0,7031.270996,46068.3772,43,8.858264976,10.73790374,0
1995,TX,0,7177.212402,45787.46939,43,8.878805662,10.73178758,0
1996,TX,0,7319.964844,45915.45193,43,8.898497408,10.73457876,0
1997,TX,0,7396.695312,46373.24267,43,8.908923786,10.74449947,0
1998,TX,0,7605.455566,46876.68893,43,8.936752582,10.75529713,0
1999,TX,0,8229.574219,49169.92468,43,9.015611063,10.80305777,0
2000,TX,0,8280.524414,48576.34358,43,9.021782338,10.79091252,0
1959,UT,0,2215.439453,37324.29284,44,7.703657337,10.52742647,0
1960,UT,0,2358.052979,36937.51653,44,7.766015537,10.51701009,0
1961,UT,0,2436.107178,37411.59444,44,7.798567032,10.52976268,0
1962,UT,0,2621.721436,39927.08615,44,7.871967774,10.59483527,0
1963,UT,0,2786.481689,42254.55521,44,7.932893847,10.65149111,0
1964,UT,0,2730.192139,41817.51355,44,7.912493474,10.64109443,0
1965,UT,0,3000.282715,43334.30349,44,8.006795048,10.6767229,0
1966,UT,0,3193.169922,43678.49918,44,8.069082528,10.68463414,0
1967,UT,0,3313.498535,43741.77046,44,8.10606162,10.68608163,0
1968,UT,0,3129.388672,44488.43776,44,8.048912452,10.70300709,0
1969,UT,0,3536.351807,45417.43949,44,8.171133649,10.72367346,0
1970,UT,0,3426.717285,45387.12089,44,8.139649804,10.7230057,0
1971,UT,0,3887.255615,45969.43526,44,8.265715908,10.73575376,0
1972,UT,0,3623.668945,44654.53096,44,8.195518238,10.70673345,0
1973,UT,0,4011.244873,44937.21467,44,8.297106182,10.71304382,0
1974,UT,0,3899.402588,44186.19622,44,8.268835054,10.69619035,0
1975,UT,0,4116.818359,46043.05195,44,8.323078778,10.73735387,0
1976,UT,0,4456.637207,46638.68979,44,8.40237413,10.75020717,0
1977,UT,0,4583.851562,46817.27207,44,8.43051301,10.75402883,0
1978,UT,0,4688.518555,46520.84512,44,8.453085203,10.74767727,0
1979,UT,0,4673.728027,44947.77009,44,8.449926264,10.71327868,0
1980,UT,0,4525.662598,43758.06943,44,8.417740214,10.68645417,0
1981,UT,0,4224.975098,43433.68394,44,8.349005306,10.67901357,0
1982,UT,0,4286.092773,43060.97579,44,8.363364107,10.67039565,0
1983,UT,0,4230.954102,43801.67127,44,8.350419128,10.68745008,0
1984,UT,0,4377.817383,44429.69636,44,8.384533963,10.70168587,0
1985,UT,0,4554.936523,45805.94645,44,8.424186392,10.73219103,0
1986,UT,0,4460.987793,45829.56232,44,8.403349639,10.73270645,0
1987,UT,0,4418.847656,43732.12953,44,8.393860508,10.68586121,0
1988,UT,0,4462.583496,42826.89773,44,8.403707197,10.66494499,0
1989,UT,0,4531.621582,41652.21303,44,8.419055767,10.63713379,0
1990,UT,0,4616.492188,41730.11345,44,8.43760702,10.63900226,0
1991,UT,0,4548.455566,42168.70127,44,8.422762849,10.64945726,0
1992,UT,0,4611.404297,42335.1907,44,8.436504539,10.65339757,0
1993,UT,0,4838.004395,41809.40855,44,8.484464275,10.6409006,0
1994,UT,0,5015.504395,42192.80691,44,8.520488634,10.65002873,0
1995,UT,0,5157.365723,43765.72963,44,8.548375088,10.68662921,0
1996,UT,0,5257.61377,44288.02309,44,8.567622729,10.69849214,0
1997,UT,0,5391.828613,44010.62968,44,8.592825315,10.69220919,0
1998,UT,0,5631.894531,44079.4184,44,8.636378715,10.69377094,0
1999,UT,0,5730.45459,45739.40394,44,8.653724633,10.7307373,0
2000,UT,0,5918.341309,46145.05712,44,8.685980456,10.7395668,0
1959,VA,0,1846.67041,31509.46625,45,7.521680887,10.35807503,0
1960,VA,0,2033.381958,32749.96921,45,7.617947346,10.39668783,0
1961,VA,0,2172.002686,34238.33472,45,7.683865216,10.4411304,0
1962,VA,0,2293.500977,35763.8843,45,7.738270659,10.48472181,0
1963,VA,0,2390.887695,37137.662,45,7.779838164,10.52241381,0
1964,VA,0,2475.129639,38335.65161,45,7.814451991,10.55416168,0
1965,VA,0,2709.65332,39111.63175,45,7.904944962,10.57420076,0
1966,VA,0,3455.460693,43072.78809,45,8.148000424,10.67066993,0
1967,VA,0,3391.346436,43088.90821,45,8.129277125,10.6710441,0
1968,VA,0,3497.435303,45741.63319,45,8.160071091,10.73078603,0
1969,VA,0,3888.459717,47532.64206,45,8.266025537,10.76919299,0
1970,VA,0,4217.784668,48894.00096,45,8.347302372,10.79743044,0
1971,VA,0,4425.563965,48995.29877,45,8.395378933,10.79950004,0
1972,VA,0,4480.452637,49845.09852,45,8.407702522,10.81669551,0
1973,VA,0,4781.338379,48866.15147,45,8.472684906,10.7968607,0
1974,VA,0,4322.085938,47950.20553,45,8.371724764,10.77793922,0
1975,VA,0,4435.023438,45799.86682,45,8.397513632,10.7320583,0
1976,VA,0,4833.45752,45872.23638,45,8.483524203,10.73363714,0
1977,VA,0,5264.088867,43406.09891,45,8.568853303,10.67837828,0
1978,VA,0,5572.320801,44146.30881,45,8.625746349,10.69528725,0
1979,VA,0,5479.130859,42124.45543,45,8.608884259,10.64840748,0
1980,VA,0,5357.235352,41061.4789,45,8.586389974,10.62285006,0
1981,VA,0,5313.475586,40799.74022,45,8.578189619,10.6164555,0
1982,VA,0,5590.788574,41446.45753,45,8.629054475,10.63218182,0
1983,VA,0,5855.655273,43077.00725,45,8.675333947,10.67076787,0
1984,VA,0,6187.140137,44643.76481,45,8.730389858,10.70649233,0
1985,VA,0,6664.48877,46803.0055,45,8.804698564,10.75372407,0
1986,VA,0,7028.714844,49820.62383,45,8.857901421,10.81620438,0
1987,VA,0,7434.628906,52663.59592,45,8.914038443,10.8716987,0
1988,VA,0,7788.538574,53798.81917,45,8.960536904,10.89302538,0
1989,VA,0,8141.433594,54404.972,45,9.004844382,10.90422921,0
1990,VA,0,8283.724609,52305.07893,45,9.02216869,10.86486788,0
1991,VA,0,7867.076172,50854.1185,45,8.970568861,10.83673606,0
1992,VA,0,7874.534668,51618.50117,45,8.971516356,10.85165481,0
1993,VA,0,7854.121094,49811.8374,45,8.968920967,10.81602801,0
1994,VA,0,7975.805176,49662.91714,45,8.984293256,10.81303394,0
1995,VA,0,7909.77002,49780.87045,45,8.975980404,10.81540615,0
1996,VA,0,8043.498535,49387.11483,45,8.992743725,10.80746508,0
1997,VA,0,8239.654297,49798.28426,45,9.016835025,10.81575589,0
1998,VA,0,8494.676758,50132.8135,45,9.047312696,10.82245098,0
1999,VA,0,8953.844727,50710.45231,45,9.099949975,10.83390705,0
2000,VA,0,9219.539062,50901.26125,45,9.129188781,10.83766263,0
1959,VT,0,2483.166016,33075.5729,46,7.817692275,10.40658054,0
1960,VT,0,2571.985596,34167.61394,46,7.852822214,10.43906278,0
1961,VT,0,2690.170166,35722.81632,46,7.897731384,10.48357287,0
1962,VT,0,2817.442139,35435.19202,46,7.943939578,10.47548895,0
1963,VT,0,2887.250244,35038.34785,46,7.968406146,10.46422693,0
1964,VT,0,3420.140137,37716.65394,46,8.137729148,10.53788354,0
1965,VT,0,3417.332275,39042.40762,46,8.136908072,10.57242932,0
1966,VT,0,3718.128174,38361.7019,46,8.221244558,10.55484096,0
1967,VT,0,3895.406006,38845.30361,46,8.26780987,10.56736821,0
1968,VT,0,3979.580078,44394.4481,46,8.289182836,10.70089222,0
1969,VT,0,4691.171875,47294.97885,46,8.453650841,10.76418056,0
1970,VT,1,5874.979004,46443.68091,46,8.678627964,10.74601723,1
1971,VT,1,5256.523926,47649.27407,46,8.567415458,10.77164366,1
1972,VT,1,6457.085449,46522.09195,46,8.773088183,10.74770407,1
1973,VT,1,5465.501465,43866.57939,46,8.606394105,10.68893082,1
1974,VT,1,4599.375488,40316.03389,46,8.433893207,10.60452934,1
1975,VT,1,5383.785645,40429.52845,46,8.591332783,10.60734043,1
1976,VT,1,5300.085938,38429.9738,46,8.575666972,10.55661902,1
1977,VT,1,5351.457031,40624.62545,46,8.585310993,10.61215432,1
1978,VT,1,5300.907715,39417.3027,46,8.575821981,10.58198552,1
1979,VT,1,5797.375488,38294.95948,46,8.665333069,10.55309967,1
1980,VT,1,6211.531738,36340.46073,46,8.734323779,10.50071454,1
1981,VT,1,6359.543945,35299.16376,46,8.757869179,10.47164288,1
1982,VT,1,6610.138184,36517.03615,46,8.796511109,10.50556156,1
1983,VT,1,7026.997559,38545.12043,46,8.857657102,10.55961074,1
1984,VT,1,7292.243164,39867.10024,46,8.894703605,10.59333179,1
1985,VT,1,7781.050293,42143.98365,46,8.959575116,10.64887094,1
1986,VT,1,8170.267578,45936.99867,46,9.008379326,10.73504791,1
1987,VT,1,9457.166016,47041.35972,46,9.154633776,10.75880375,1
1988,VT,1,9577.868164,49324.33966,46,9.167314718,10.80619322,1
1989,VT,1,10147.12305,51018.06994,46,9.225044046,10.83995476,1
1990,VT,1,10436.12207,52268.37478,46,9.25312416,10.86416591,1
1991,VT,1,9994.765625,53867.1978,46,9.209916845,10.89429556,1
1992,VT,1,9717.367188,54123.89151,46,9.181772899,10.89904946,1
1993,VT,1,9455.121094,52087.4668,46,9.154417546,10.86069884,1
1994,VT,1,9368.131836,53426.66383,46,9.145175717,10.88608394,1
1995,VT,1,9282.553711,51931.38344,46,9.135999695,10.85769783,1
1996,VT,1,9384.786133,50105.62953,46,9.14695171,10.8219086,1
1997,VT,1,9611.47168,49315.97971,46,9.170816668,10.80602372,1
1998,VT,1,10087.51367,49229.82086,46,9.219152795,10.80427515,1
1999,VT,1,10893.05371,49362.32703,46,9.295972388,10.80696306,1
2000,VT,1,11590.11133,48440.85001,46,9.357993819,10.78811939,1
1959,WA,0,2941.41333,40786.2128,47,7.986985384,10.6161239,0
